action,en,name,kind,category,source
added,Sacred Mijikenda Kaya Forests,Леса кайя Миджикенда,human,sacred,unesco_full
added,"Fort Jesus, Mombasa","Форт Иисус, Момбаса",human,fortress,unesco_full
added,Thimlich Ohinga Archaeological Site,Археологический объект Тхимлич Охинга,human,architecture,unesco_full
added,The Historic Town and Archaeological Site of Gedi,Исторический город и археологический памятник Геди,human,city,unesco_full
added,Sulaiman-Too Sacred Mountain,Sulaiman-Too Sacred Mountain,human,sacred,unesco_full
added,Town of Luang Prabang,Город Луанг-Прабанг,human,city,unesco_full
added,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,Культурный ландшафт Тямпасак с храмовым комплексом Ват-Фу и окружающими древними поселениями,human,archaeology,unesco_full
added,Megalithic Jar Sites in Xiengkhuang – Plain of Jars,Мегалитические кувшины в Сиангкхуанг: Долина кувшинов,human,architecture,unesco_full
added,Historic Centre of Riga,Исторический центр Риги,human,city,unesco_full
added,Old town of Kuldīga,Старый город Кулдиги,human,city,unesco_full
added,Anjar,Древний город Анджар,human,architecture,unesco_full
added,Baalbek,Древний город Баальбек,human,architecture,unesco_full
added,Byblos,Древний город Библ (Джубейль),human,architecture,unesco_full
added,Tyre,Древний город Тир (Сур),human,architecture,unesco_full
updated,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),Священная Долина (Уади-Кадиша) и Божественная Кедровая Роща (Хорш-Арз-эль-Раб),human,architecture,unesco_full
added,Rachid Karami International Fair-Tripoli,Rachid Karami International Fair-Tripoli,human,architecture,unesco_full
added,Archaeological Site of Leptis Magna,Археологические памятники Лептис-Магны,human,architecture,unesco_full
added,Archaeological Site of Sabratha,Археологические памятники Сабраты,human,architecture,unesco_full
added,Archaeological Site of Cyrene,Археологические памятники Кирены,human,architecture,unesco_full
updated,Rock-Art Sites of Tadrart Acacus,Наскальная живопись в горах Тадрарт-Акакус,human,architecture,unesco_full
added,Old Town of Ghadamès,Старый город в Гадамесе,human,city,unesco_full
added,Vilnius Historic Centre,Исторический центр Вильнюса,human,city,unesco_full
added,Kernavė Archaeological Site (Cultural Reserve of Kernavė),Археологические памятники культурного резервата Кярнаве,human,architecture,unesco_full
added,"Modernist Kaunas: Architecture of Optimism, 1919-1939","Модернистский Каунас: Архитектура оптимизма, 1919-1939 гг.",human,architecture,unesco_full
added,City of Luxembourg: its Old Quarters and Fortifications,Старинные кварталы и укрепления города Люксембург,human,city,unesco_full
added,Royal Hill of Ambohimanga,Королевский холм Амбохиманга,human,architecture,unesco_full
added,Chongoni Rock-Art Area,Наскальные изображения в Чонгони,human,architecture,unesco_full
added,Mount Mulanje Cultural Landscape,Культурный ландшафт горы Муландже,human,architecture,unesco_full
added,The Archaeological Heritage of Niah National Park’s Caves Complex,尼亚国家公园洞穴考古遗产,human,architecture,unesco_full
added,"Melaka and George Town, Historic Cities of the Straits of Malacca",Древние города на берегах Малаккского пролива – Мелака и Джорджтаун,human,city,unesco_full
added,Archaeological Heritage of the Lenggong Valley,Archaeological Heritage of the Lenggong Valley,human,architecture,unesco_full
added,Forest Research Institute Malaysia Forest Park Selangor,Лесной парк Селангор Лесного научно-исследовательского института Малайзии,human,architecture,unesco_full
added,Old Towns of Djenné,Старые города Дженне,human,architecture,unesco_full
added,Timbuktu,Исторический город Томбукту,human,architecture,unesco_full
updated,Cliff of Bandiagara (Land of the Dogons),Нагорье Бандиагара (земля догонов),mixed,mixed_landscape,unesco_full
added,Tomb of Askia,Гробница императора Аския-Мохамеда (город Гао),human,archaeology,unesco_full
added,Ħal Saflieni Hypogeum,Святилище Хал-Сафлиени,human,architecture,unesco_full
added,City of Valletta,Город Валлетта,human,city,unesco_full
added,Megalithic Temples of Malta,Мегалитические храмы Мальты,human,architecture,unesco_full
added,Bikini Atoll Nuclear Test Site,Атолл Бикини,human,architecture,unesco_full
added,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata","Ксары (укрепленные жилища) в Уадане, Шингетти, Тишите и Уалате",human,archaeology,unesco_full
added,Aapravasi Ghat,Ааправаси-Гхат – иммиграционный терминал (город Порт-Луи),human,architecture,unesco_full
updated,Le Morne Cultural Landscape,Культурный ландшафт Ле Морн,human,architecture,unesco_full
added,Pre-Hispanic City and National Park of Palenque,Доиспанский город и национальный парк Паленке,human,city,unesco_full
added,Historic Centre of Mexico City and Xochimilco,Исторический центр Мехико и Сочимилько,human,city,unesco_full
added,Pre-Hispanic City of Teotihuacan,Доиспанский город Теотиуакан,human,city,unesco_full
added,Historic Centre of Oaxaca and Archaeological Site of Monte Albán,Историческая часть города Оахака и центр древней индейской культуры Монте-Альбан,human,city,unesco_full
added,Historic Centre of Puebla,Исторический центр города Пуэбла,human,city,unesco_full
added,Historic Town of Guanajuato and Adjacent Mines,Исторический город Гуанахуато и прилегающие рудники,human,city,unesco_full
added,Pre-Hispanic City of Chichen-Itza,Доиспанский город Чичен-Ица,human,city,unesco_full
added,"Archaeological Zone of Paquimé, Casas Grandes","Археологический памятник Пакиме, район Касас-Грандес",human,architecture,unesco_full
added,Historic Centre of Morelia,Исторический центр города Морелия,human,city,unesco_full
added,"El Tajin, Pre-Hispanic City",Доиспанский город Эль-Тахин,human,city,unesco_full
added,Historic Centre of Zacatecas,Исторический центр города Сакатекас,human,city,unesco_full
added,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,Монастыри начала XVI века на склонах вулкана Попокатепетль,human,architecture,unesco_full
added,Rock Paintings of the Sierra de San Francisco,Наскальная живопись в горах Сьерра-де-Сан-Франсиско,human,architecture,unesco_full
added,Pre-Hispanic Town of Uxmal,Доиспанский город Ушмаль,human,city,unesco_full
added,Historic Monuments Zone of Querétaro,Зона исторических памятников в городе Керетаро,human,architecture,unesco_full
added,"Hospicio Cabañas, Guadalajara",Госпиталь Кабаньяс в городе Гвадалахара,human,architecture,unesco_full
added,Historic Monuments Zone of Tlacotalpan,Зона исторических памятников в городе Тлакотальпан,human,architecture,unesco_full
added,Historic Fortified Town of Campeche,Исторический укрепленный город Кампече,human,city,unesco_full
added,Archaeological Monuments Zone of Xochicalco,Зона археологических памятников Хочикалько,human,architecture,unesco_full
updated,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",mixed,mixed_landscape,unesco_full
added,Franciscan Missions in the Sierra Gorda of Querétaro,"Францисканские миссии в Сьерра-Горде, штат Керетаро",human,architecture,unesco_full
added,Luis Barragán House and Studio,Жилой дом и студия Луиса Баррагана (пригороды Мехико),human,architecture,unesco_full
added,Agave Landscape and Ancient Industrial Facilities of Tequila,Ландшафт плантаций агавы и старинные предприятия по производству текилы,human,engineering,unesco_full
added,Central University City Campus of the <i>Universidad Nacional Autónoma de México</i> (UNAM),Центральный университетский городок Государственного автономного университета Мехико,human,city,unesco_full
added,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,Город-заповедник Сан-Мигель и храм Иисуса из Назарета в Атотонилько,human,sacred,unesco_full
added,Camino Real de Tierra Adentro,Камино Реал-де-Тьерра Адентро,human,architecture,unesco_full
added,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,Доисторические гроты Ягула и Митлы в Центральной долине Оаксака,human,archaeology,unesco_full
added,Aqueduct of Padre Tembleque Hydraulic System,Гидравлический комплекс «Акведук Падре Темблеке»,human,engineering,unesco_full
updated,Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,Долина Техуакан-Куйкатлан: Мезоамериканская естественная среда обитания,mixed,mixed_landscape,unesco_full
added,Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),Маршрут уичолей через священные места к Вирикуте (Татевари Уахуйе),human,sacred,unesco_full
added,Nan Madol: Ceremonial Centre of Eastern Micronesia,Нан-Мадол: религиозно-культовый центр Восточной Микронезии,human,architecture,unesco_full
added,Orkhon Valley Cultural Landscape,Культурный ландшафт долины реки Орхон,human,architecture,unesco_full
added,Petroglyphic Complexes of the Mongolian Altai,Петроглифы монгольского Алтая,human,architecture,unesco_full
added,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,Великая священная гора Бурхан-Халдун и ее окрестности,human,sacred,unesco_full
added,Deer Stone Monuments and Related Bronze Age Sites,Оленные камни и связанные с ними объекты бронзового века,human,architecture,unesco_full
added,Natural and Culturo-Historical Region of Kotor,Природный и культурно-исторический район Котор,human,architecture,unesco_full
added,Medina of Fez,Медина (старая часть) города Фес,human,city,unesco_full
added,Medina of Marrakesh,Медина (старая часть) города Марракеш,human,city,unesco_full
added,Ksar of Ait-Ben-Haddou,Ксары (укрепленные жилища) в Айт-Бен-Хадду,human,architecture,unesco_full
added,Medina of Essaouira (formerly Mogador),Медина (старая часть) города Эс-Сувейра (бывший Могадор),human,city,unesco_full
added,Historic City of Meknes,Исторический город Мекнес,human,city,unesco_full
added,Archaeological Site of Volubilis,Археологические памятники Волюбилиса,human,architecture,unesco_full
added,Medina of Tétouan (formerly known as Titawin),Медина (старая часть) города Тетуан,human,city,unesco_full
added,Portuguese City of Mazagan (El Jadida),"Португальская крепость Мазарган, город Эль-Джадида",human,city,unesco_full
added,"Rabat, Modern Capital and Historic City: a Shared Heritage","Rabat, Modern Capital and Historic City: a Shared Heritage",human,city,unesco_full
added,Island of Mozambique,Город-остров Мозамбик,human,architecture,unesco_full
added,Pyu Ancient Cities,Pyu Ancient Cities,human,archaeology,unesco_full
added,Bagan,Баган,human,architecture,unesco_full
added,Twyfelfontein or /Ui-//aes,Твифелфонтейн или /Ui-//aes,human,architecture,unesco_full
added,Kathmandu Valley,Долина Катманду,human,architecture,unesco_full
added,"Lumbini, the Birthplace of the Lord Buddha","Лумбини, место рождения Будды",human,sacred,unesco_full
added,Schokland and Surroundings,Район Схокланд,human,architecture,unesco_full
added,Dutch Water Defence Lines,Голландская линия водной обороны,human,fortress,unesco_full
added,Mill Network at Kinderdijk-Elshout,Ветряные мельницы в районе Киндердейк-Элсхаут,human,engineering,unesco_full
added,"Historic Area of Willemstad, Inner City and Harbour, Curaçao","Внутренний город и гавань Виллемстада (Кюрасао, Нидерландские Антильские острова)",human,city,unesco_full
added,Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),Паровая насосная станция Вауда,human,architecture,unesco_full
added,Droogmakerij de Beemster (Beemster Polder),Польдер Бемстер,human,architecture,unesco_full
added,Rietveld Schröderhuis (Rietveld Schröder House),"«Ритвелд Шрёдерхёйс» (дом Шрёдер в городе Утрехт, архитектор Ритвелд)",human,architecture,unesco_full
added,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,"Концентрические каналы XVII века в квартале Сингелграхт, Амстердам",human,engineering,unesco_full
added,Van Nellefabriek,Завод Неллефабрик,human,architecture,unesco_full
added,Eisinga Planetarium in Franeker,Планетарий Эйсинги в городе Франекер,human,architecture,unesco_full
updated,Tongariro National Park,Национальный парк Тонгариро,mixed,mixed_landscape,unesco_full
added,Ruins of León Viejo,Руины города Леон-Вьехо (Старый Леон),human,archaeology,unesco_full
added,León Cathedral,Леонский собор,human,sacred,unesco_full
added,Historic Centre of Agadez,Historic Centre of Agadez,human,city,unesco_full
added,Sukur Cultural Landscape,Культурный ландшафт Сукур,human,architecture,unesco_full
added,Osun-Osogbo Sacred Grove,Священная роща Осун-Осогбо,human,sacred,unesco_full
updated,Røros Mining Town and the Circumference,Шахтерский город Рёрус и его окрестности,human,engineering,unesco_full
added,Urnes Stave Church,Деревянная церковь в Урнесе,human,sacred,unesco_full
added,Bryggen,Старый портовый квартал Брюгген (город Берген),human,architecture,unesco_full
added,Rock Art of Alta,Наскальные рисунки в Альте,human,archaeology,unesco_full
added,Vegaøyan – The Vega Archipelago,Вегаэйн - архипелаг Вега,human,architecture,unesco_full
added,Rjukan-Notodden Industrial Heritage Site,Исторический промышленный комплекс городов Рьюкан и Нутодден,human,engineering,unesco_full
added,Bahla Fort,Крепость Бахла,human,fortress,unesco_full
added,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn","Археологические памятники Бат, Эль-Хутм и Эль-Айн",human,architecture,unesco_full
added,Land of Frankincense,Древний торговый путь “Тропа ладана”,human,architecture,unesco_full
added,<i>Aflaj</i> Irrigation Systems of Oman,Оманские ирригационные системы «афладж»,human,architecture,unesco_full
added,Ancient City of Qalhat,Древний город Калхат,human,archaeology,unesco_full
added,Archaeological Ruins at Moenjodaro,Археологические памятники Мохенджо-Даро,human,archaeology,unesco_full
added,Taxila,Древний город Таксила,human,architecture,unesco_full
added,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,Руины буддийского монастыря Тахти-Бахи и города Шахри-Бахлол,human,archaeology,unesco_full
added,"Historical Monuments at Makli, Thatta",Исторические памятники в городе Татта,human,architecture,unesco_full
added,Fort and Shalamar Gardens in Lahore,Форт и сады Шалимар в городе Лахор,human,fortress,unesco_full
added,Rohtas Fort,Форт Рохтас,human,fortress,unesco_full
added,Rock Islands Southern Lagoon,Rock Islands Southern Lagoon,mixed,mixed_landscape,unesco_full
added,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,Укрепления на карибском побережье Панамы: Портобело и Сан-Лоренцо,human,architecture,unesco_full
added,The Colonial Transisthmian Route of Panamá,Колониальный маршрут через Панамский перешеек,human,architecture,unesco_full
added,Kuk Early Agricultural Site,Древнее земледельческое поселение Кука,human,architecture,unesco_full
added,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,Иезуитские миссии Ла-Сантисима-Тринидад-де-Парана и Хесус-де-Таваранге,human,architecture,unesco_full
added,City of Cuzco,Город Куско,human,city,unesco_full
updated,Historic Sanctuary of Machu Picchu,Руины древнего города Мачу-Пикчу,mixed,mixed_landscape,unesco_full
added,Chavin (Archaeological Site),Археологические памятники центра древней индейской культуры Чавин-де-Уантар,human,architecture,unesco_full
added,Chan Chan Archaeological Zone,Археологическая зона Чан-Чан,human,architecture,unesco_full
added,Historic Centre of Lima,Исторический центр Лимы,human,city,unesco_full
updated,Río Abiseo National Park,Национальный парк Рио-Абисео,mixed,mixed_landscape,unesco_full
added,Lines and Geoglyphs of Nasca and Palpa,Линии и геоглифы в районах Наска и Пампас-де-Хумана,human,architecture,unesco_full
added,Historical Centre of the City of Arequipa,Исторический центр города Арекипа,human,city,unesco_full
added,Sacred City of Caral-Supe,Sacred City of Caral-Supe,human,sacred,unesco_full
added,Chankillo Archaeoastronomical Complex,Археоастрономический комплекс Чанкильо,human,architecture,unesco_full
added,Historic City of Vigan,Исторический город Виган,human,city,unesco_full
added,Baroque Churches of the Philippines,Церкви Филиппин в стиле барокко,human,architecture,unesco_full
added,Rice Terraces of the Philippine Cordilleras,Рисовые террасы в Филиппинских Кордильерах,human,architecture,unesco_full
added,Historic Centre of Kraków,Исторический центр Кракова,human,city,unesco_full
added,Historic Centre of Warsaw,Исторический центр Варшавы,human,city,unesco_full
added,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,Концлагерь Освенцим (Аушвиц),human,architecture,unesco_full
added,Wieliczka and Bochnia Royal Salt Mines,Wieliczka and Bochnia Royal Salt Mines,human,architecture,unesco_full
added,Old City of Zamość,Старая часть города Замосць,human,city,unesco_full
added,Medieval Town of Toruń,Средневековая часть города Торунь,human,city,unesco_full
added,Castle of the Teutonic Order in Malbork,Замок Тевтонского Ордена в городе Мальборк,human,fortress,unesco_full
added,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,Кальвария-Зебжидовска: монастырский архитектурно-парковый комплекс в стиле маньеризма,human,architecture,unesco_full
added,Wooden Churches of Southern Małopolska,Деревянные церкви на юге Малой Польши,human,architecture,unesco_full
added,Churches of Peace in Jawor and Świdnica,Церкви Мира в Яворе и Свиднице,human,architecture,unesco_full
added,Centennial Hall in Wrocław,«Зал Столетия» во Вроцлаве,human,architecture,unesco_full
added,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,human,engineering,unesco_full
added,Krzemionki Prehistoric Striped Flint Mining Region,"Кшемёнки, район добычи полосатого кремня",human,engineering,unesco_full
added,Central Zone of the Town of Angra do Heroismo in the Azores,"Центр города Ангра-ду-Эроишму, Азорские острова",human,city,unesco_full
added,Monastery of the Hieronymites and Tower of Belém in Lisbon,Монастырь иеронимитов и башня Белен в Лиссабоне,human,engineering,unesco_full
added,Monastery of Batalha,Монастырь Баталья,human,sacred,unesco_full
added,Convent of Christ in Tomar,Монастырь Христа в городе Томар,human,architecture,unesco_full
added,Historic Centre of Évora,Исторический центр города Эвора,human,city,unesco_full
added,Monastery of Alcobaça,Монастырь Алкобаса,human,sacred,unesco_full
added,Cultural Landscape of Sintra,Культурный ландшафт Синтры,human,architecture,unesco_full
added,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar",Исторический центр города Порту,human,engineering,unesco_full
added,Historic Centre of Guimarães and Couros Zone,Исторический центр города Гимарайнш и район Курос,human,city,unesco_full
added,Alto Douro Wine Region,Винодельческий район Алту-Дору,human,architecture,unesco_full
added,Landscape of the Pico Island Vineyard Culture,Винодельческий ландшафт острова Пику (Азорские острова),human,architecture,unesco_full
added,Garrison Border Town of Elvas and its Fortifications,Garrison Border Town of Elvas and its Fortifications,human,city,unesco_full
added,University of Coimbra – Alta and Sofia,University of Coimbra – Alta and Sofia,human,architecture,unesco_full
added,"Royal Building of <i>Mafra</i> – Palace, Basilica, Convent, <i>Cerco</i> Garden and Hunting Park (<i>Tapada</i>)","Дворцовый ансамбль Мафра – дворец, базилика, монастырь, сад Cerco и охотничий парк Tapada",human,sacred,unesco_full
added,Sanctuary of Bom Jesus do Monte in Braga,Святилище Бон-Жезуш-ду-Монти в городе Брага,human,sacred,unesco_full
added,Al Zubarah Archaeological Site,Al Zubarah Archaeological Site,human,architecture,unesco_full
added,Seokguram Grotto and Bulguksa Temple,Пещерный храм Соккурам и храмовый комплекс Пульгукса,human,sacred,unesco_full
added,"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks","Монастырь Хэинса, Чангён-Пханджон – хранилище деревянных табличек «Трипитака Кореана»",human,sacred,unesco_full
added,Jongmyo Shrine,Храм Чонмё,human,sacred,unesco_full
added,Changdeokgung Palace Complex,Дворцовый комплекс Чхандоккун,human,fortress,unesco_full
added,Hwaseong Fortress,Крепость Хвасон (город Сувон),human,fortress,unesco_full
added,Gyeongju Historic Areas,Исторические территории Кёнджу,human,architecture,unesco_full
added,"Gochang, Hwasun and Ganghwa Dolmen Sites",Мегалитические захоронения – дольмены около городов Кочхан и Хвасун и на острове Канхва,human,architecture,unesco_full
added,Royal Tombs of the Joseon Dynasty,Royal Tombs of the Joseon Dynasty,human,architecture,unesco_full
added,Historic Villages of Korea: Hahoe and Yangdong,Фольклорные деревни Кореи: Хахое и Яньдон,human,city,unesco_full
added,Namhansanseong,Namhansanseong,human,architecture,unesco_full
added,Baekje Historic Areas,Историческая область королевства Пэкче,human,architecture,unesco_full
added,"Seowon, Korean Neo-Confucian Academies",Совон - корейские неоконфуцианские академии,human,architecture,unesco_full
added,"Sansa, Buddhist Mountain Monasteries in Korea","Санса, буддийские горные монастыри в Корее",human,architecture,unesco_full
added,Gaya Tumuli,Тумулусы Каи,human,architecture,unesco_full
added,Petroglyphs along the Bangucheon Stream,Петроглифы вдоль ручья Пангучхон в Ульсане,human,architecture,unesco_full
added,Villages with Fortified Churches in Transylvania,Деревни с укрепленными церквями в Трансильвании,human,city,unesco_full
added,Monastery of Horezu,Монастырь Хорезу,human,sacred,unesco_full
added,Churches of Moldavia,Церковь Воскресения в монастыре Сучевица,human,architecture,unesco_full
added,Historic Centre of Sighişoara,Исторический центр города Сигишоара,human,city,unesco_full
added,Wooden Churches of Maramureş,Деревянные церкви исторической области Марамуреш,human,architecture,unesco_full
added,Dacian Fortresses of the Orastie Mountains,Крепости даков в горах Орэштие,human,architecture,unesco_full
added,Brâncuși Monumental Ensemble of Târgu Jiu,Монументальный комплекс Бранкузи в Тыргу-Жиу,human,architecture,unesco_full
added,Roșia Montană Mining Landscape,Горнопромышленный ландшафт Рошия-Монтанэ,human,engineering,unesco_full
added,Frontiers of the Roman Empire – Dacia,Границы Римской империи — Дакия,human,architecture,unesco_full
added,Historic Centre of Saint Petersburg and Related Groups of Monuments,Исторический центр Санкт-Петербурга и связанные с ним группы памятников,human,city,unesco_full
added,Kizhi Pogost,Кижский погост,human,architecture,unesco_full
added,"Kremlin and Red Square, Moscow",Московский Кремль и Красная Площадь,human,fortress,unesco_full
added,Historic Monuments of Novgorod and Surroundings,Исторические памятники Великого Новгорода и окрестностей,human,architecture,unesco_full
added,Cultural and Historic Ensemble of the Solovetsky Islands,Историко-культурный комплекс Соловецких островов,human,architecture,unesco_full
added,White Monuments of Vladimir and Suzdal,Белокаменные памятники Владимира и Суздаля,human,architecture,unesco_full
added,"Church of the Ascension, Kolomenskoye",Церковь Вознесения в Коломенском (Москва),human,sacred,unesco_full
added,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,Архитектурный ансамбль Троице-Сергиевой лавры в городе Сергиев Посад,human,sacred,unesco_full
added,Historic and Architectural Complex of the Kazan Kremlin,Историко-архитектурный комплекс Казанского Кремля,human,fortress,unesco_full
added,Bolgar Historical and Archaeological Complex,Bolgar Historical and Archaeological Complex,human,architecture,unesco_full
added,Ensemble of the Ferapontov Monastery,Ансамбль Ферапонтова монастыря,human,sacred,unesco_full
added,"Citadel, Ancient City and Fortress Buildings of Derbent","Цитадель, Старый город и крепостные сооружения Дербента",human,fortress,unesco_full
added,Ensemble of the Novodevichy Convent,Ансамбль Новодевичьего монастыря (Москва),human,architecture,unesco_full
added,Historical Centre of the City of Yaroslavl,Исторический центр Ярославля,human,city,unesco_full
added,Churches of the Pskov School of Architecture,Храмы псковской архитектурной школы,human,architecture,unesco_full
added,Assumption Cathedral and Monastery of the town-island of Sviyazhsk,Assumption Cathedral and Monastery of the town-island of Sviyazhsk,human,sacred,unesco_full
added,Petroglyphs of Lake Onega and the White Sea,Петроглифы Онежского озера и Белого моря,human,architecture,unesco_full
added,Astronomical Observatories of Kazan Federal University,Астрономические обсерватории Казанского Федерального университета,human,architecture,unesco_full
added,Cultural Landscape of Kenozero Lake,Культурный ландшафт Кенозерья,human,architecture,unesco_full
added,Rock Paintings of Shulgan-Tash Cave,Наскальные рисунки в пещере Шульган-Таш,human,architecture,unesco_full
added,"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero","Мемориальные комплексы геноцида: Ньямата, Мурамби, Гисози и Бисеро",human,monument,unesco_full
added,Brimstone Hill Fortress National Park,Национальный парк Крепость Бримстон-Хилл,human,fortress,unesco_full
updated,San Marino Historic Centre and Mount Titano,Исторический центр Сан-Марино и гора Титано,human,city,unesco_full
added,Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),Археологический объект Аль-Хиджр,human,architecture,unesco_full
added,At-Turaif District in ad-Dir'iyah,Район ad-Dir’iyah в городе ad-Dir’iyah,human,architecture,unesco_full
added,"Historic Jeddah, the Gate to Makkah",Исторический город Джидда - ворота в Мекку,human,architecture,unesco_full
added,Rock Art in the Hail Region of Saudi Arabia,Наскальная живопись в провинции Хаиль,human,archaeology,unesco_full
added,"Al-Ahsa Oasis, an Evolving Cultural Landscape","Оазис Аль-Ахса, меняющийся культурный ландшафт",human,architecture,unesco_full
added,Ḥimā Cultural Area,Культурный район Хима,human,architecture,unesco_full
added,The Cultural Landscape of Al-Faw Archaeological Area,Культурный ландшафт археологической зоны Аль-Фау,human,architecture,unesco_full
added,Island of Gorée,Остров Горе,human,architecture,unesco_full
added,Island of Saint-Louis,Город-остров Сен-Луи,human,architecture,unesco_full
added,Saloum Delta,Saloum Delta,human,architecture,unesco_full
added,"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes","Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",human,architecture,unesco_full
added,Stari Ras and Sopoćani,Древний город Стари-Рас и монастырь Сопочани,human,architecture,unesco_full
added,Studenica Monastery,Монастырь Студеница,human,sacred,unesco_full
added,Medieval Monuments in Kosovo,Средневековые памятники в Косово,human,architecture,unesco_full
added,"Gamzigrad-Romuliana, Palace of Galerius",Дворец Галерия «Гамзиград-Ромулиана»,human,fortress,unesco_full
added,Singapore Botanic Gardens,Ботанический сад Сингапура,human,architecture,unesco_full
added,Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,Город Банска-Штъявница,human,city,unesco_full
added,"Levoča, Spišský Hrad and the Associated Cultural Monuments","Levoča, Spišský Hrad and the Associated Cultural Monuments",human,architecture,unesco_full
added,Vlkolínec,Историческая деревня Влколинец,human,architecture,unesco_full
added,Bardejov Town Conservation Reserve,Город-заповедник Бардеёв,human,city,unesco_full
added,Wooden Churches of the Slovak part of the Carpathian Mountain Area,Деревянные церкви в словацкой части Карпат,human,architecture,unesco_full
added,The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,"Работы Йоже Плечника в Любляне - городской дизайн, ориентированный на человека",human,city,unesco_full
added,Fossil Hominid Sites of South Africa,"Стеркфонтейн, Сварткранс, Кромдрай и окрестности – места находок ископаемых гоминид",human,archaeology,unesco_full
added,Robben Island,Остров Роббен-Айленд,human,architecture,unesco_full
added,Mapungubwe Cultural Landscape,Культурный ландшафт Мапунгубве,human,architecture,unesco_full
added,Richtersveld Cultural and Botanical Landscape,Культурный и ботанический ландшафт Рихтерсфельдского заповедника,human,architecture,unesco_full
added,ǂKhomani Cultural Landscape,ǂKhomani Cultural Landscape,human,architecture,unesco_full
added,"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites","Права человека, освобождение и примирение: памятные места Нельсона Манделы",human,architecture,unesco_full
added,The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,Возникновение поведения людей современного типа: поселения плейстоценовой эпохи в Южной Африке,human,architecture,unesco_full
added,Cave of Altamira and Paleolithic Cave Art of Northern Spain,Пещера Альтамира и наскальное искусство периода палеолита на севере Испании,human,archaeology,unesco_full
added,Old Town of Segovia and its Aqueduct,Старый город в Сеговии и древнеримский акведук,human,engineering,unesco_full
added,Monuments of Oviedo and the Kingdom of the Asturias,Памятники Овьедо и королевства Астурия,human,architecture,unesco_full
added,Historic Centre of Cordoba,Исторический центр города Кордова,human,city,unesco_full
added,"Alhambra, Generalife and Albayzín, Granada","Альгамбра, Хенералифе и Альбасин в городе Гранада",human,architecture,unesco_full
added,Burgos Cathedral,Кафедральный собор в городе Бургос,human,sacred,unesco_full
added,"Monastery and Site of the Escurial, Madrid",Архитектурный ансамбль Эскориала,human,sacred,unesco_full
added,Works of Antoni Gaudí,Произведения Антонио Гауди (Барселона и окрестности),human,architecture,unesco_full
added,Santiago de Compostela (Old Town),Старый город в Сантьяго-де-Компостела,human,city,unesco_full
added,Old Town of Ávila with its Extra-Muros Churches,Старый город в Авиле и церкви вне его стен,human,city,unesco_full
added,Mudejar Architecture of Aragon,Памятники стиля мудехар в Арагоне,human,architecture,unesco_full
added,Historic City of Toledo,Исторический центр города Толедо,human,city,unesco_full
added,Old City of Salamanca,Старый город в Саламанке,human,city,unesco_full
added,"Cathedral, Alcázar and Archivo de Indias in Seville","Cathedral, Alcázar and Archivo de Indias in Seville",human,sacred,unesco_full
added,Old Town of Cáceres,Старый город в Касересе,human,city,unesco_full
updated,"Ibiza, Biodiversity and Culture",Остров Ибиса: биоразнообразие и культура (Балеарские острова),mixed,mixed_landscape,unesco_full
added,Poblet Monastery,Монастырь Поблет,human,sacred,unesco_full
