issues,en,name,country,kind,category,tags,wikiEnTitle,wikiRuTitle,image
missing_image,Funerary Tradition in the Prehistory of Sardinia – The domus de janas,Погребальная традиция в доисторической Сардинии — Домус-де-Янас,Italy,human,architecture,unesco,Funerary Tradition in the Prehistory of Sardinia - The domus de janas,Погребальная традиция в доисторической Сардинии — Домус-де-Янас,
missing_image,The Archaeological Ensemble of 17th Century Port Royal,Археологический ландшафт Порт-Ройала XVII века,Jamaica,human,architecture,unesco,The Archaeological Ensemble of 17th Century Port Royal,Археологический ландшафт Порт-Ройала XVII века,
missing_image,Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan,Группа курганов Модзу-Фуруити Кофунгун: гробницы древней Японии,Japan,human,archaeology,unesco,Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan,Группа курганов Модзу-Фуруити Кофунгун: гробницы древней Японии,
missing_image,Jomon Prehistoric Sites in Northern Japan,Доисторические памятники Дзёмон на севере Японии,Japan,human,archaeology,unesco,Jomon Prehistoric Sites in Northern Japan,Доисторические памятники Дзёмон на севере Японии,
missing_image,Sado Island Gold Mines,Золотые прииски на острове Садо,Japan,human,architecture,unesco,Sado Island Gold Mines,Золотые прииски на острове Садо,
missing_image,As-Salt - The Place of Tolerance and Urban Hospitality,Ас-Сальт - место терпимости и городского гостеприимства,Jordan,human,city,unesco,As-Salt - The Place of Tolerance and Urban Hospitality,Ас-Сальт - место терпимости и городского гостеприимства,
missing_image,Wadi Rum Protected Area,Охраняемый район Вади Рам,Jordan,mixed,mixed_landscape,unesco,Wadi Rum Protected Area,Охраняемый район Вади Рам,
missing_image,Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),"Вифавара, место крещения Иисуса Христа",Jordan,human,architecture,unesco,Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),"Вифавара, место крещения Иисуса Христа",
missing_image,Umm Al-Jimāl,Умм аль-Джималь,Jordan,human,architecture,unesco,Umm Al-Jimāl,Умм аль-Джималь,
missing_image,Petroglyphs of the Archaeological Landscape of Tanbaly,Петроглифы археологического ландшафта Танбалы,Kazakhstan,human,architecture,unesco,Petroglyphs of the Archaeological Landscape of Tanbaly,Петроглифы археологического ландшафта Танбалы,
missing_image,"Fort Jesus, Mombasa","Форт Иисус, Момбаса",Kenya,human,fortress,unesco,"Fort Jesus, Mombasa","Форт Иисус, Момбаса",
missing_image,Thimlich Ohinga Archaeological Site,Археологический объект Тхимлич Охинга,Kenya,human,architecture,unesco,Thimlich Ohinga Archaeological Site,Археологический объект Тхимлич Охинга,
missing_image,The Historic Town and Archaeological Site of Gedi,Исторический город и археологический памятник Геди,Kenya,human,city,unesco,The Historic Town and Archaeological Site of Gedi,Исторический город и археологический памятник Геди,
missing_image,Megalithic Jar Sites in Xiengkhuang – Plain of Jars,Мегалитические кувшины в Сиангкхуанг: Долина кувшинов,Lao People's Democratic Republic,human,architecture,unesco,Megalithic Jar Sites in Xiengkhuang - Plain of Jars,Мегалитические кувшины в Сиангкхуанг: Долина кувшинов,
missing_image,Old town of Kuldīga,Старый город Кулдиги,Latvia,human,city,unesco,Old town of Kuldīga,Старый город Кулдиги,
missing_image,Anjar,Древний город Анджар,Lebanon,human,architecture,unesco,Anjar,Древний город Анджар,
missing_image,Tyre,Древний город Тир (Сур),Lebanon,human,architecture,unesco,Tyre,Древний город Тир (Сур),
missing_image,Rachid Karami International Fair-Tripoli,Международная ярмарка Рашида Караме в Триполи,Lebanon,human,architecture,unesco|endangered,Rachid Karami International Fair-Tripoli,Международная ярмарка Рашида Караме в Триполи,
missing_image,City of Luxembourg: its Old Quarters and Fortifications,Старинные кварталы и укрепления города Люксембург,Luxembourg,human,city,unesco,City of Luxembourg: its Old Quarters and Fortifications,Старинные кварталы и укрепления города Люксембург,
missing_image,Mount Mulanje Cultural Landscape,Культурный ландшафт горы Муландже,Malawi,human,architecture,unesco,Mount Mulanje Cultural Landscape,Культурный ландшафт горы Муландже,
missing_image,Forest Research Institute Malaysia Forest Park Selangor,Лесной парк Селангор Лесного научно-исследовательского института Малайзии,Malaysia,human,architecture,unesco,Forest Research Institute Malaysia Forest Park Selangor,Лесной парк Селангор Лесного научно-исследовательского института Малайзии,
missing_image,City of Valletta,Город Валлетта,Malta,human,city,unesco,City of Valletta,Город Валлетта,
missing_image,Historic Centre of Oaxaca and Archaeological Site of Monte Albán,Историческая часть города Оахака и центр древней индейской культуры Монте-Альбан,Mexico,human,city,unesco,Historic Centre of Oaxaca and Archaeological Site of Monte Albán,Историческая часть города Оахака и центр древней индейской культуры Монте-Альбан,
missing_image,"El Tajin, Pre-Hispanic City",Доиспанский город Эль-Тахин,Mexico,human,city,unesco,"El Tajin, Pre-Hispanic City",Доиспанский город Эль-Тахин,
missing_image,Central University City Campus of the Universidad Nacional Autónoma de México (UNAM),Центральный университетский городок Государственного автономного университета Мехико,Mexico,human,city,unesco,Central University City Campus of the Universidad Nacional Autónoma de México (UNAM),Центральный университетский городок Государственного автономного университета Мехико,
missing_image,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,Город-заповедник Сан-Мигель и храм Иисуса из Назарета в Атотонилько,Mexico,human,sacred,unesco,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,Город-заповедник Сан-Мигель и храм Иисуса из Назарета в Атотонилько,
missing_image,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,Доисторические гроты Ягула и Митлы в Центральной долине Оаксака,Mexico,human,archaeology,unesco,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,Доисторические гроты Ягула и Митлы в Центральной долине Оаксака,
missing_image,Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),Маршрут уичолей через священные места к Вирикуте (Татевари Уахуйе),Mexico,human,sacred,unesco,Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),Маршрут уичолей через священные места к Вирикуте (Татевари Уахуйе),
missing_image,Nan Madol: Ceremonial Centre of Eastern Micronesia,Нан-Мадол: религиозно-культовый центр Восточной Микронезии,Micronesia (Federated States of),human,architecture,unesco|endangered,Nan Madol: Ceremonial Centre of Eastern Micronesia,Нан-Мадол: религиозно-культовый центр Восточной Микронезии,
missing_image,Petroglyphic Complexes of the Mongolian Altai,Петроглифы монгольского Алтая,Mongolia,human,architecture,unesco,Petroglyphic Complexes of the Mongolian Altai,Петроглифы монгольского Алтая,
missing_image,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,Великая священная гора Бурхан-Халдун и ее окрестности,Mongolia,human,sacred,unesco,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,Великая священная гора Бурхан-Халдун и ее окрестности,
missing_image,Deer Stone Monuments and Related Bronze Age Sites,Оленные камни и связанные с ними объекты бронзового века,Mongolia,human,architecture,unesco,Deer Stone Monuments and Related Bronze Age Sites,Оленные камни и связанные с ними объекты бронзового века,
missing_image,"Rabat, Modern Capital and Historic City: a Shared Heritage","Рабат, современная столица и исторический город",Morocco,human,city,unesco,"Rabat, Modern Capital and Historic City: a Shared Heritage","Рабат, современная столица и исторический город",
missing_image,"Historic Area of Willemstad, Inner City and Harbour, Curaçao","Внутренний город и гавань Виллемстада (Кюрасао, Нидерландские Антильские острова)",Netherlands (Kingdom of the),human,city,unesco,"Historic Area of Willemstad, Inner City and Harbour, Curaçao","Внутренний город и гавань Виллемстада (Кюрасао, Нидерландские Антильские острова)",
missing_image,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,"Концентрические каналы XVII века в квартале Сингелграхт, Амстердам",Netherlands (Kingdom of the),human,engineering,unesco,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,"Концентрические каналы XVII века в квартале Сингелграхт, Амстердам",
missing_image,Eisinga Planetarium in Franeker,Планетарий Эйсинги в городе Франекер,Netherlands (Kingdom of the),human,architecture,unesco,Eisinga Planetarium in Franeker,Планетарий Эйсинги в городе Франекер,
missing_image,Vegaøyan – The Vega Archipelago,Вегаэйн - архипелаг Вега,Norway,human,architecture,unesco,Vegaøyan - The Vega Archipelago,Вегаэйн - архипелаг Вега,
missing_image,Ancient City of Qalhat,Древний город Калхат,Oman,human,archaeology,unesco,Ancient City of Qalhat,Древний город Калхат,
missing_image,Rock Islands Southern Lagoon,Южная лагуна Скалистых островов,Palau,mixed,mixed_landscape,unesco,Rock Islands Southern Lagoon,Южная лагуна Скалистых островов,
missing_image,Chavin (Archaeological Site),Археологические памятники центра древней индейской культуры Чавин-де-Уантар,Peru,human,architecture,unesco,Chavin (Archaeological Site),Археологические памятники центра древней индейской культуры Чавин-де-Уантар,
missing_image,Lines and Geoglyphs of Nasca and Palpa,Линии и геоглифы в районах Наска и Пампас-де-Хумана,Peru,human,architecture,unesco,Lines and Geoglyphs of Nasca and Palpa,Линии и геоглифы в районах Наска и Пампас-де-Хумана,
missing_image,Historical Centre of the City of Arequipa,Исторический центр города Арекипа,Peru,human,city,unesco,Historical Centre of the City of Arequipa,Исторический центр города Арекипа,
missing_image,Chankillo Archaeoastronomical Complex,Археоастрономический комплекс Чанкильо,Peru,human,architecture,unesco,Chankillo Archaeoastronomical Complex,Археоастрономический комплекс Чанкильо,
missing_image,Wieliczka and Bochnia Royal Salt Mines,Королевские соляные шахты Величка и Бохня,Poland,human,architecture,unesco|endangered,Wieliczka and Bochnia Royal Salt Mines,Королевские соляные шахты Величка и Бохня,
missing_image,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,Кальвария-Зебжидовска: монастырский архитектурно-парковый комплекс в стиле маньеризма,Poland,human,architecture,unesco,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,Кальвария-Зебжидовска: монастырский архитектурно-парковый комплекс в стиле маньеризма,
missing_image,Wooden Churches of Southern Małopolska,Деревянные церкви на юге Малой Польши,Poland,human,architecture,unesco,Wooden Churches of Southern Małopolska,Деревянные церкви на юге Малой Польши,
missing_image,Churches of Peace in Jawor and Świdnica,Церкви Мира в Яворе и Свиднице,Poland,human,architecture,unesco,Churches of Peace in Jawor and Świdnica,Церкви Мира в Яворе и Свиднице,
missing_image,Centennial Hall in Wrocław,«Зал Столетия» во Вроцлаве,Poland,human,architecture,unesco,Centennial Hall in Wrocław,«Зал Столетия» во Вроцлаве,
missing_image,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,Свинцово-серебряно-цинковая шахта Тарновске-Гуры и подземная система водоотведения,Poland,human,engineering,unesco,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,Свинцово-серебряно-цинковая шахта Тарновске-Гуры и подземная система водоотведения,
missing_image,Krzemionki Prehistoric Striped Flint Mining Region,"Кшемёнки, район добычи полосатого кремня",Poland,human,engineering,unesco,Krzemionki Prehistoric Striped Flint Mining Region,"Кшемёнки, район добычи полосатого кремня",
missing_image,Monastery of the Hieronymites and Tower of Belém in Lisbon,Монастырь иеронимитов и башня Белен в Лиссабоне,Portugal,human,engineering,unesco,Monastery of the Hieronymites and Tower of Belém in Lisbon,Монастырь иеронимитов и башня Белен в Лиссабоне,
missing_image,Convent of Christ in Tomar,Монастырь Христа в городе Томар,Portugal,human,architecture,unesco,Convent of Christ in Tomar,Монастырь Христа в городе Томар,
missing_image,Cultural Landscape of Sintra,Культурный ландшафт Синтры,Portugal,human,architecture,unesco,Cultural Landscape of Sintra,Культурный ландшафт Синтры,
missing_image,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar",Исторический центр города Порту,Portugal,human,engineering,unesco,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar",Исторический центр города Порту,
missing_image,Historic Centre of Guimarães and Couros Zone,Исторический центр города Гимарайнш и район Курос,Portugal,human,city,unesco,Historic Centre of Guimarães and Couros Zone,Исторический центр города Гимарайнш и район Курос,
missing_image,University of Coimbra – Alta and Sofia,"Университет Коимбры, Алта и София",Portugal,human,architecture,unesco,University of Coimbra - Alta and Sofia,"Университет Коимбры, Алта и София",
missing_image,"Royal Building of Mafra – Palace, Basilica, Convent, Cerco Garden and Hunting Park (Tapada)","Дворцовый ансамбль Мафра – дворец, базилика, монастырь, сад Cerco и охотничий парк Tapada",Portugal,human,sacred,unesco,"Royal Building of Mafra - Palace, Basilica, Convent, Cerco Garden and Hunting Park (Tapada)","Дворцовый ансамбль Мафра – дворец, базилика, монастырь, сад Cerco и охотничий парк Tapada",
missing_image,Sanctuary of Bom Jesus do Monte in Braga,Святилище Бон-Жезуш-ду-Монти в городе Брага,Portugal,human,sacred,unesco,Sanctuary of Bom Jesus do Monte in Braga,Святилище Бон-Жезуш-ду-Монти в городе Брага,
missing_image,Al Zubarah Archaeological Site,Археологический объект Аль-Зубара,Qatar,human,architecture,unesco,Al Zubarah Archaeological Site,Археологический объект Аль-Зубара,
missing_image,Historic Villages of Korea: Hahoe and Yangdong,Фольклорные деревни Кореи: Хахое и Яньдон,Republic of Korea,human,city,unesco,Historic Villages of Korea: Hahoe and Yangdong,Фольклорные деревни Кореи: Хахое и Яньдон,
missing_image,"Seowon, Korean Neo-Confucian Academies",Совон - корейские неоконфуцианские академии,Republic of Korea,human,architecture,unesco,"Seowon, Korean Neo-Confucian Academies",Совон - корейские неоконфуцианские академии,
missing_image,Roșia Montană Mining Landscape,Горнопромышленный ландшафт Рошия-Монтанэ,Romania,human,engineering,unesco|endangered,Roșia Montană Mining Landscape,Горнопромышленный ландшафт Рошия-Монтанэ,
missing_image,Frontiers of the Roman Empire – Dacia,Границы Римской империи — Дакия,Romania,human,architecture,unesco,Frontiers of the Roman Empire - Dacia,Границы Римской империи — Дакия,
missing_image,"Kremlin and Red Square, Moscow",Московский Кремль и Красная Площадь,Russian Federation,human,fortress,unesco,"Kremlin and Red Square, Moscow",Московский Кремль и Красная Площадь,
missing_image,Bolgar Historical and Archaeological Complex,Болгарский историко-археологический комплекс,Russian Federation,human,architecture,unesco,Bolgar Historical and Archaeological Complex,Болгарский историко-археологический комплекс,
missing_image,Ensemble of the Ferapontov Monastery,Ансамбль Ферапонтова монастыря,Russian Federation,human,sacred,unesco,Ensemble of the Ferapontov Monastery,Ансамбль Ферапонтова монастыря,
missing_image,Assumption Cathedral and Monastery of the town-island of Sviyazhsk,Успенский собор и монастырь острова-града Свияжск,Russian Federation,human,sacred,unesco,Assumption Cathedral and Monastery of the town-island of Sviyazhsk,Успенский собор и монастырь острова-града Свияжск,
missing_image,Cultural Landscape of Kenozero Lake,Культурный ландшафт Кенозерья,Russian Federation,human,architecture,unesco,Cultural Landscape of Kenozero Lake,Культурный ландшафт Кенозерья,
missing_image,Rock Paintings of Shulgan-Tash Cave,Наскальные рисунки в пещере Шульган-Таш,Russian Federation,human,architecture,unesco,Rock Paintings of Shulgan-Tash Cave,Наскальные рисунки в пещере Шульган-Таш,
missing_image,Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),Археологический объект Аль-Хиджр,Saudi Arabia,human,architecture,unesco,Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),Археологический объект Аль-Хиджр,
missing_image,"Historic Jeddah, the Gate to Makkah",Исторический город Джидда - ворота в Мекку,Saudi Arabia,human,architecture,unesco,"Historic Jeddah, the Gate to Makkah",Исторический город Джидда - ворота в Мекку,
missing_image,Rock Art in the Hail Region of Saudi Arabia,Наскальная живопись в провинции Хаиль,Saudi Arabia,human,archaeology,unesco,Rock Art in the Hail Region of Saudi Arabia,Наскальная живопись в провинции Хаиль,
missing_image,"Al-Ahsa Oasis, an Evolving Cultural Landscape","Оазис Аль-Ахса, меняющийся культурный ландшафт",Saudi Arabia,human,architecture,unesco,"Al-Ahsa Oasis, an Evolving Cultural Landscape","Оазис Аль-Ахса, меняющийся культурный ландшафт",
missing_image,The Cultural Landscape of Al-Faw Archaeological Area,Культурный ландшафт археологической зоны Аль-Фау,Saudi Arabia,human,architecture,unesco,The Cultural Landscape of Al-Faw Archaeological Area,Культурный ландшафт археологической зоны Аль-Фау,
missing_image,"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes","Страна бассари: культурные ландшафты бассари, фула и бедик",Senegal,human,architecture,unesco,"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes","Страна бассари: культурные ландшафты бассари, фула и бедик",
missing_image,Stari Ras and Sopoćani,Древний город Стари-Рас и монастырь Сопочани,Serbia,human,architecture,unesco,Stari Ras and Sopoćani,Древний город Стари-Рас и монастырь Сопочани,
missing_image,"Gamzigrad-Romuliana, Palace of Galerius",Дворец Галерия «Гамзиград-Ромулиана»,Serbia,human,fortress,unesco,"Gamzigrad-Romuliana, Palace of Galerius",Дворец Галерия «Гамзиград-Ромулиана»,
missing_image,Bardejov Town Conservation Reserve,Город-заповедник Бардеёв,Slovakia,human,city,unesco,Bardejov Town Conservation Reserve,Город-заповедник Бардеёв,
missing_image,"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites","Права человека, освобождение и примирение: памятные места Нельсона Манделы",South Africa,human,architecture,unesco,"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites","Права человека, освобождение и примирение: памятные места Нельсона Манделы",
missing_image,The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,Возникновение поведения людей современного типа: поселения плейстоценовой эпохи в Южной Африке,South Africa,human,architecture,unesco,The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,Возникновение поведения людей современного типа: поселения плейстоценовой эпохи в Южной Африке,
missing_image,Old Town of Segovia and its Aqueduct,Старый город в Сеговии и древнеримский акведук,Spain,human,engineering,unesco,Old Town of Segovia and its Aqueduct,Старый город в Сеговии и древнеримский акведук,
missing_image,Monuments of Oviedo and the Kingdom of the Asturias,Памятники Овьедо и королевства Астурия,Spain,human,architecture,unesco,Monuments of Oviedo and the Kingdom of the Asturias,Памятники Овьедо и королевства Астурия,
missing_image,"Alhambra, Generalife and Albayzín, Granada","Альгамбра, Хенералифе и Альбасин в городе Гранада",Spain,human,architecture,unesco,"Alhambra, Generalife and Albayzín, Granada","Альгамбра, Хенералифе и Альбасин в городе Гранада",
missing_image,"Monastery and Site of the Escurial, Madrid",Архитектурный ансамбль Эскориала,Spain,human,sacred,unesco,"Monastery and Site of the Escurial, Madrid",Архитектурный ансамбль Эскориала,
missing_image,Santiago de Compostela (Old Town),Старый город в Сантьяго-де-Компостела,Spain,human,city,unesco,Santiago de Compostela (Old Town),Старый город в Сантьяго-де-Компостела,
missing_image,Old Town of Ávila with its Extra-Muros Churches,Старый город в Авиле и церкви вне его стен,Spain,human,city,unesco,Old Town of Ávila with its Extra-Muros Churches,Старый город в Авиле и церкви вне его стен,
missing_image,Old City of Salamanca,Старый город в Саламанке,Spain,human,city,unesco,Old City of Salamanca,Старый город в Саламанке,
missing_image,"Cathedral, Alcázar and Archivo de Indias in Seville","Севильский собор, Алькасар и Архив Индий",Spain,human,sacred,unesco,"Cathedral, Alcázar and Archivo de Indias in Seville","Севильский собор, Алькасар и Архив Индий",
missing_image,Renaissance Monumental Ensembles of Úbeda and Baeza,Монументальные ансамбли Возрождения в городах Убеда и Баэса,Spain,human,architecture,unesco,Renaissance Monumental Ensembles of Úbeda and Baeza,Монументальные ансамбли Возрождения в городах Убеда и Баэса,
missing_image,Historic Walled Town of Cuenca,Укрепленная часть города Куэнка,Spain,human,city,unesco,Historic Walled Town of Cuenca,Укрепленная часть города Куэнка,
missing_image,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",Дворец каталонской музыки и больница Сан-По в Барселоне,Spain,human,architecture,unesco,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",Дворец каталонской музыки и больница Сан-По в Барселоне,
missing_image,San Millán Yuso and Suso Monasteries,Монастыри Сан-Мильян в Юсо и в Сусо,Spain,human,engineering,unesco,San Millán Yuso and Suso Monasteries,Монастыри Сан-Мильян в Юсо и в Сусо,
missing_image,Archaeological Ensemble of Tarraco,Археологический комплекс Таррако (город Таррагона),Spain,human,architecture,unesco,Archaeological Ensemble of Tarraco,Археологический комплекс Таррако (город Таррагона),
missing_image,University and Historic Precinct of Alcalá de Henares,Университет и историческая часть города Алькала-де-Энарес,Spain,human,architecture,unesco,University and Historic Precinct of Alcalá de Henares,Университет и историческая часть города Алькала-де-Энарес,
missing_image,Cultural Landscape of the Serra de Tramuntana,Культурный ландшафт Серра-де-Трамунтана,Spain,human,architecture,unesco,Cultural Landscape of the Serra de Tramuntana,Культурный ландшафт Серра-де-Трамунтана,
missing_image,Talayotic Menorca,Талайотик Менорка,Spain,human,architecture,unesco,Talayotic Menorca,Талайотик Менорка,
missing_image,Caliphate City of Medina Azahara,Дворцовый город Мадина Аз-захра,Spain,human,city,unesco,Caliphate City of Medina Azahara,Дворцовый город Мадина Аз-захра,
missing_image,Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,Культурный ландшафт Риско-Кайдо и священных гор Гран-Канарии,Spain,human,sacred,unesco,Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,Культурный ландшафт Риско-Кайдо и священных гор Гран-Канарии,
missing_image,"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences","Paseo del Prado и Buen Retiro, ландшафт искусств и наук",Spain,human,architecture,unesco,"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences","Paseo del Prado и Buen Retiro, ландшафт искусств и наук",
missing_image,Rangiri Dambulla Cave Temple,“Золотой храм” Дамбулла,Sri Lanka,human,sacred,unesco,Rangiri Dambulla Cave Temple,“Золотой храм” Дамбулла,
missing_image,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",Базилика Рождества Христова и тропы паломников,State of Palestine,human,sacred,unesco|endangered,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",Базилика Рождества Христова и тропы паломников,
missing_image,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir","Палестина: земля олив и виноградников. Культурный ландшафт южной части Иерусалима, Батир (Палестина)",State of Palestine,human,architecture,unesco|endangered,"Palestine: Land of Olives and Vines - Cultural Landscape of Southern Jerusalem, Battir","Палестина: земля олив и виноградников. Культурный ландшафт южной части Иерусалима, Батир (Палестина)",
missing_image,Hebron/Al-Khalil Old Town,Старый город Хеврона / Аль-Халиля,State of Palestine,human,city,unesco|endangered,Hebron/Al-Khalil Old Town,Старый город Хеврона / Аль-Халиля,
missing_image,Ancient Jericho/Tell es-Sultan,Древний Иерихон/Телль-эс-Султан,State of Palestine,human,archaeology,unesco,Ancient Jericho/Tell es-Sultan,Древний Иерихон/Телль-эс-Султан,
missing_image,Saint Hilarion Monastery/ Tell Umm Amer,Монастырь Святого Иллариона/ Телл Умм Амер,State of Palestine,human,sacred,unesco|endangered,Saint Hilarion Monastery/ Tell Umm Amer,Монастырь Святого Иллариона/ Телл Умм Амер,
missing_image,Archaeological Sites of the Island of Meroe,Археологические памятники острова Мероэ,Sudan,human,architecture,unesco,Archaeological Sites of the Island of Meroe,Археологические памятники острова Мероэ,
missing_image,Historic Inner City of Paramaribo,Исторический центр города Парамарибо,Suriname,human,city,unesco,Historic Inner City of Paramaribo,Исторический центр города Парамарибо,
missing_image,Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,Археологический памятник Йоденсаванна: Поселение Йоденсаванна и кладбище Кассипора-Крик,Suriname,human,architecture,unesco,Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,Археологический памятник Йоденсаванна: Поселение Йоденсаванна и кладбище Кассипора-Крик,
missing_image,Royal Domain of Drottningholm,Королевская резиденция Дротнингхольм,Sweden,human,architecture,unesco,Royal Domain of Drottningholm,Королевская резиденция Дротнингхольм,
missing_image,Hanseatic Town of Visby,Ганзейский город Висбю,Sweden,human,city,unesco,Hanseatic Town of Visby,Ганзейский город Висбю,
missing_image,"Church Town of Gammelstad, Luleå",“Церковный городок” Гаммельстад вблизи города Лулео,Sweden,human,sacred,unesco,"Church Town of Gammelstad, Luleå",“Церковный городок” Гаммельстад вблизи города Лулео,
missing_image,Mining Area of the Great Copper Mountain in Falun,"Горнопромышленный район Большая Медная гора, город Фалун",Sweden,human,engineering,unesco,Mining Area of the Great Copper Mountain in Falun,"Горнопромышленный район Большая Медная гора, город Фалун",
missing_image,"Grimeton Radio Station, Varberg",Радиостанция Варберг,Sweden,human,architecture,unesco,"Grimeton Radio Station, Varberg",Радиостанция Варберг,
missing_image,Benedictine Convent of St John at Müstair,Бенедиктинский монастырь Св. Иоанна в Мюстаире,Switzerland,human,architecture,unesco,Benedictine Convent of St John at Müstair,Бенедиктинский монастырь Св. Иоанна в Мюстаире,
missing_image,"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona","Три замка, крепостные стены и валы торгового города Беллинцона",Switzerland,human,fortress,unesco,"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona","Три замка, крепостные стены и валы торгового города Беллинцона",
missing_image,"Lavaux, Vineyard Terraces",Террасовые виноградники Лаво,Switzerland,human,architecture,unesco,"Lavaux, Vineyard Terraces",Террасовые виноградники Лаво,
missing_image,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning","Ла-Шо-де-Фон и Ле-Локль, города часового дела",Switzerland,human,city,unesco,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning","Ла-Шо-де-Фон и Ле-Локль, города часового дела",
missing_image,Crac des Chevaliers and Qal’at Salah El-Din,Замки Крак-де-Шевалье и Калъат-Салах-ад-Дин,Syrian Arab Republic,human,architecture,unesco|endangered,Crac des Chevaliers and Qal'at Salah El-Din,Замки Крак-де-Шевалье и Калъат-Салах-ад-Дин,
missing_image,Cultural Heritage Sites of Ancient Khuttal,Объекты культурного наследия Древнего Хутталя,Tajikistan,human,archaeology,unesco,Cultural Heritage Sites of Ancient Khuttal,Объекты культурного наследия Древнего Хутталя,
missing_image,"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",Исторический парк Пху Пхра Бат,Thailand,human,architecture,unesco,"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",Исторический парк Пху Пхра Бат,
missing_image,The Ancient Town of Si Thep and its Associated Dvaravati Monuments,Древний город Си Тхеп и связанные с ним памятники Дваравати,Thailand,human,archaeology,unesco,The Ancient Town of Si Thep and its Associated Dvaravati Monuments,Древний город Си Тхеп и связанные с ним памятники Дваравати,
missing_image,Djerba: Testimony to a settlement pattern in an island territory,Джерба: Свидетельство системы расселения на островной территории,Tunisia,human,architecture,unesco,Djerba: Testimony to a settlement pattern in an island territory,Джерба: Свидетельство системы расселения на островной территории,
missing_image,Göreme National Park and the Rock Sites of Cappadocia,Национальный парк Гёреме и пещерные постройки Каппадокии,Türkiye,mixed,mixed_landscape,unesco,Göreme National Park and the Rock Sites of Cappadocia,Национальный парк Гёреме и пещерные постройки Каппадокии,
missing_image,Hattusha: the Hittite Capital,Древний город Хаттусас,Türkiye,human,architecture,unesco,Hattusha: the Hittite Capital,Древний город Хаттусас,
missing_image,Xanthos-Letoon,Древний город Ксанф и храм Летоон,Türkiye,human,architecture,unesco,Xanthos-Letoon,Древний город Ксанф и храм Летоон,
missing_image,Hierapolis-Pamukkale,Древний город Иерополис и источники Памуккале,Türkiye,mixed,mixed_landscape,unesco,Hierapolis-Pamukkale,Древний город Иерополис и источники Памуккале,
missing_image,Selimiye Mosque and its Social Complex,Мечеть Селимие и его социальный комплекс,Türkiye,human,sacred,unesco,Selimiye Mosque and its Social Complex,Мечеть Селимие и его социальный комплекс,
missing_image,Neolithic Site of Çatalhöyük,Неолитическое поселение Чатал-Хююк,Türkiye,human,architecture,unesco,Neolithic Site of Çatalhöyük,Неолитическое поселение Чатал-Хююк,
